|text|labels
2035|what is deadrise nautical|0
2036|what 's official language algeria|1
2037|what took first prize omni magazine 's contest find ultimate unanswerable question|1
2038|what six words follow line jack king..|1
2039|how do find city if have area code|0
2040|what author days our lives cookbook signed 198 as liz chandler tv 's days our lives|3
2041|what foods contain most protein|1
2042|what president was assassinated charles j. guiteau|3
2043|what comic tv 's golden age went motto anything laugh|3
2044|how many feet long is baseball pitcher 's rubber|4
2045|what was nationality jackson pollock|5
2046|who invented game bowling|3
2047|what are snakes new england|1
2048|how many times larger than life size is statue liberty|4
2049|what is name country hitler ruled|5
2050|what group kidnaped patricia hearst|3
2051|how long does human live|4
2052|where can get u.s. economic statistics|5
2053|how many superbowls have ers won|4
2054|what do you do when your mouse is 't working as fast as it 's supposed|0
2055|what is gandy dancer|0
2056|who is creator muppets|3
2057|following celebrities started his show biz career as disc jockey|3
2058|what triple crown winning horse took 1973 belmont stakes 31 lengths|1
2059|what 's perfect score gymnastics exercise|4
2060|what is dot letter called|1
2061|what 's capital iowa|5
2062|who asked you do loco motion her 1962|3
2063|what 's rathaus frankfurt|0
2064|what president served five years six months days|3
2065|what do you call feeling having experienced something before|1
2066|what incident caused canning summit conference between eisenhower khrushchev|0
2067|what is abbreviated form national bureau investigation|2
2068|what is fear odors body|1
2069|what is formula calculate pi|1
2070|what is difference between bachelor bedroom apartment|0
2071|what is drew barrymore 's middle name|3
2072|how do you write book report|0
2073|what are cobol fortran pascal|0
2074|what is supergirl 's secret identity|3
2075|what is us federal government website standard industrial classification codes sic|5
2076|what court does bob woodward describe brethren|3
2077|who made first surfboard|3
2078|what is name police officer who tried keep order top cat 's neighborhood|3
2079|what date did rosa parks become symbol civil rights movement refusing give up her seat bus|4
2080|what are highest paying odds roulette table|4
2081|what year did us marine corps adopt motto semper fidelis|4
2082|how many films did ingmar bergman make|4
2083|what does deltiologist collect|1
2084|what is garry kasparov famous|0
2085|what does stand equation mc2|2
2086|who is greek god sea|3
2087|what well known music personality is father adopted son named hans christian henderson|3
2088|how do you measure heat sun|0
2089|why do some people have two different color eyes|0
2090|leg does cat move its left front leg when walking its left rear or right rear leg|1
2091|when was first barbie produced|4
2092|what 's hardest substance human body|1
2093|who was first woman governor wyoming|3
2094|how many more weeks winter are there if ground hog sees his shadow|4
2095|what green bay packers coach philosophized there 's nothing stokes fire like hate|3
2096|how do birds find their way back same place every year|0
2097|where is henry ford museum|5
2098|name film has won golden bear berlin film festival|1
2099|what 's international lawn tennis challenge trophy usually called|1
2100|what year did nylon stockings first go sale|4
2101|what is research expedition mountain climbing|1
2102|flight did fawaz younis commit air piracy hostage taking|1
2103|what are 10 largest cities us|5
2104|what is wart|0
2105|what is spaceball played|0
2106|how does rabies spread|0
2107|what famous comedian recently tried without success revive play|3
2108|what is drew barrymore 's email address|5
2109|how can you tell if someone is lying|0
2110|what is difference between preface foreword|0
2111|what are fingernails made|1
2112|what nationality were 123 people who died black hole calcutta|5
2113|what does storm wave mean japanese|0
2114|why do they sterilize needle lethal injection|0
2115|what tv family sometimes buys eclairs nelson 's bakery|3
2116|how can you get rust stains out clothing|0
2117|how does small businessman contact good humor ice cream company do business them|0
2118|what enigmatic u.s. vice president was once tried acquitted treason plot set up his own independent empire west|3
2119|who was charles lindbergh 's wife|3
2120|who sings angel eyes 80 's|3
2121|when did jurassic period end|4
2122|what is one thing you need before you can purchase life insurance|1
2123|what caused titanic sink|0
2124|what is chemiosmotic theory|0
2125|what information can you tell me about actor james cromwell|3
2126|how does ion drive work|0
2127|how can trace my family roots|0
2128|what was date iraq 's invasion kuwait|4
2129|what is another word diet|1
2130|what is courier|0
2131|what sinatra hit did he dooby dooby do|1
2132|how do you get girl have sex you|0
2133|what award is oscar advertising|1
2134|what is name planet ewoks live|5
2135|what ice creams contain seaweed|1
2136|what dumb but loveable character did maurice gosfield play phil silvers show|3
2137|what is usb port computer|2
2138|what term means sexual attraction between male female|1
2139|what was called world 's largest department store|3
2140|what sea surrounds cayman islands|5
2141|how many different vegetation zones are there|4
2142|what does lol mean|2
2143|what ocean was amelia earhart flying over when she disappeared|5
2144|what book does holden caulfield appear|1
2145|what happens when lightning strikes body water|0
2146|what was nickname german flying ace manfred von richthofen|3
2147|what does mc2 mean|0
2148|what country other than germany invaded poland september 1939|5
2149|how do contact answers.com|0
2150|what are names different toes|1
2151|what are different products petroleum|1
2152|what causes asthma|0
2153|when was bill rights ratified|4
2154|what do number mean dr. pepper bottles|0
2155|what is largest u.s. state east mississippi|5
2156|how can find out how much it costs raise baby six months|0
2157|what 's population biloxi mississippi|4
2158|what vowel do all esperanto nouns end|1
2159|what is heuristic|0
2160|what california desert is dubbed high desert|5
2161|miller lite tv commercial who is creature|1
2162|who wrote hamlet|3
2163|how did jack lantern get it 's name|0
2164|why can 't ostriches fly|0
2165|where do blackhawks maintain their operations|5
2166|why are rooftops canada green|0
2167|what african country was founded freed american slaves 1847|5
2168|what year did first issue playboy come out|4
2169|orange bowl is located what city|5
2170|what is fear motion|1
2171|what pseudonym did william sydney porter use writing gift magi|3
2172|what is fear glass|1
2173|waugh 's handful dust what does mad old man force hero do every afternoon|0
2174|what is last name lucy linus peanut 's comic strip|3
2175|what cheery fellow got zip code 9971 u.s. postal service 1963|3
2176|how many layers does bottle yoo hoo settle into|4
2177|name pittsburgh 's baseball team|3
2178|what 's nearest star earth|5
2179|where is inoco based|5
2180|what does el nino mean spanish|1
2181|what does choo choo charlie say|0
2182|how do register trade name north carolina|0
2183|what was number assassinations attempts assassinate u.s. since 1865|4
2184|how many stations do you shoot basketball game around world|4
2185|what is jake brake|0
2186|what sign is best love match horoscope sign|1
2187|who was russian ambassador hungary during 1956 uprising|3
2188|who holds nfl record most touchdowns season|3
2189|what cards are bullets|1
2190|what is average age horse lives|4
2191|what planet would you visit see bebrenia arcadia amazonis|5
